name,weight
develop personalised massage plan,8
discuss the medical history of the healthcare user,8
provide health psychological advice,8
cue a performance,8
supervise equipment,8
maintain ore processing equipment,8
operate telescopes,8
plan audiovisual recording,8
set up sound reinforcement system,8
manage signoff of an installed system,8
plan a recording,8
hearing loss,8
internal auditing,8
revise questionnaires,8
adhere to questionnaires,8
types of tile,8
analyse reports provided by passengers,8
operate stage movement control system,8
prevent technical problems with stage equipment,8
advise customers on motor vehicles,8
install automotive electrical equipment,8
innovation in nursing,8
maintain database,8
enforce health and safety regulations for bread products,8
apply hair cutting techniques,8
present decorative drink displays,8
prepare specialised coffee,8
prepare mixed beverages,8
produce customised products,8
set up water filtration system,8
fasten rubber goods,8
perform carbonation processes,8
manage carbonation levels,8
filter liquids,8
monitor filling machines,8
maintain database performance,8
help coordinate promotional activities,8
port regulation,8
inspect wind turbines,8
comply with railway safety standards,8
write rail defect records,8
perform rail track inspections,8
arrange ordering of products for customers,8
ensure health and safety of customers,8
types of spring,8
mark stone workpieces,8
collect tax,8
textile marketing techniques,8
adhere to OHSAS 18001,7
recommend orthotic devices,7
form operational strategies for law enforcement,7
gather information on theme of the show,7
prepare broadcasts,7
coat printed circuit board,7
clean printed circuit board,7
apply thermite welding techniques,7
handle shipment risks,7
follow switching instructions in rail operations,7
operate switching locomotives,7
research locations for wind farms,7
design wind turbines,7
manage research and development projects,7
apply territory planning,7
security in industrial buildings,7
sign language,7
apply foreign languages in social services,7
supervise students in social services,7
mix multi-track recordings,7
manage sports events,7
manage sport facility finances,7
manage personal professional development in sport,7
polish stone surfaces,7
prepare stone for smoothing,7
direct inward dialing,7
upgrade firmware,7
tend textile washing machines,7
tend textile drying machines,7
perform water treatment procedures,7
ensure proper water storage,7
3D texturing,7
animate 3D organic forms,7
prepare surface for painting,7
adhesives,7
advise on learning methods,7
teach university class,7
audio technology,7
rehearse with fellow actors,7
act for an audience,7
participate in tourism events,7
perform for multiple takes,7
tai chi,7
"""manage educational institutions administration""",7
outdoor advertising,7
graffiti removal techniques,7
work with advertising professionals,7
media formats,7
unmanned air systems,7
cosmetic skin treatment,7
fabric spreading in the fashion industry,7
advise customers on accessories to complement clothing,7
prepare alcoholic beverages,7
assemble final product,7
ensure quality assurance standards for vehicles,7
tend coating machine,7
dip-coating process,7
grade coffee beans,7
record furnace operations,7
test performance of power plants,7
assess telecommunication infrastructure issues,7
communicate with target community,7
perform street interventions in social work,7
support nurses,7
investigate competition restrictions,7
sophrology,7
apply deep tissue massage,7
adjust curing ovens,7
printed circuit boards testing methods,7
laser types,7
form moulding mixture,7
measure trees,7
test construction material samples,7
assist with emergencies,7
scaffolding components,7
prepare saucier products for use in a dish,7
prepare meat products for use in a dish,7
prepare egg products for use in a dish,7
track changes in text editing,7
mark a metal workpiece using punch,7
ensure continuity in the styling of artists,7
measure the human body for wearing apparel,7
manage rented goods returns,7
organise workshop space,7
handle bulk transfer of raw material,7
check the quality of raw materials at reception,7
natural areas maintenance,7
build fences,7
escort defendants,7
use shorthand,7
drug investigations,7
engage with offenders,7
monitor parking areas to maintain security,7
determine charges for customer services,7
operate equipment for food homogenisation,7
microbiology of fresh milk,7
implement data warehousing techniques,7
plot shipping navigation routes,7
read job ticket instructions,7
develop food production processes,7
design pharmaceutical manufacturing systems,7
endocrinology,7
natural gas liquids recovery processes,7
replace large components,7
biometrics,7
teach biology,7
measure pollution,7
operate metal heating equipment,7
remove finished casts,7
boil water,7
fill the mixing tank,7
refine edible oils,7
types of moulding,7
tend injection moulding machine,7
use fishing vessel equipment,7
evaluate schools of fish,7
sterilise working environment,7
operate oxy-fuel cutting torch,7
repair heating equipment,7
types of written press,7
carry out bibliographic work,7
types of boring heads,7
apply flux,7
manage time in food processing operations,7
monitor the process of wine production,7
ensure cost efficiency in food manufacturing,7
operate metal fabricating machines,7
file-based workflow,7
advise on security risk management,7
explain financial technicalities to clients,7
interpret business information,7
types of brushes,7
manage ground maintenance,7
perform ground maintenance activities,7
report major building repairs,7
clean building facade,7
place drywall,7
demolition techniques,7
set window,7
solar panel mounting systems,7
install lightning protection system,7
manage construction archive,7
estimate cost of building materials,7
match vehicles with routes,7
mobile marketing,7
create cadastral maps,7
treat facial hair,7
follow up complaint reports,7
provide livestock advice and guidance,7
provide advice to hatcheries,7
livestock farming systems,7
operate forestry machinery,7
prepare equipment for harvest,7
manage agri-tourism activites,7
perform on-farm product processing,7
develop irrigation strategies,7
develop personal skills,7
military aviation,7
prepare examinations for vocational courses,7
monitor security procedures in warehouse operations,7
use computerised maintenance management systems,7
install transport vehicle interior components,7
clean kitchen equipment,7
ensure accurate screening of luggage in aerodromes,7
provide support to veterinary clients,7
types of ammunition,7
tend punch press,7
"""instruct customers on ammunitions usage""",7
surgical asepsis,7
osteology,7
design training programmes for animals,7
respond to visitor complaints,7
prepared animal feeds contamination hazards,7
obtain event permits,7
level earth surface,7
prepare loan contracts,7
sex education,7
maintain farm equipment,7
prevent casting adhesion,7
cut filament,7
adjust filament tension,7
order equipment,7
operate pyrotechnical control,7
obtain pyrotechnic permits,7
store pyrotechnical materials,7
determine colour shades,7
screen printing inks,7
set up follow spots,7
assess shelf life of food products,7
coach during a sports competition,7
apply latest sport science findings,7
assess harvesting impact on wildlife,7
operate package processing equipment,7
operate warehouse materials,7
occultism,7
assess carriers,7
foster relationships with various types of carrier,7
maintain furniture machinery,7
inspect freight,7
advise customers on storage of fruits and vegetables,7
coordinate greenhouse environment,7
solve problems in gambling through digital means,7
wild game meat food safety,7
understand game species,7
transport physical resources within the work area,7
prepare copper pipes for use as gas lines,7
research the past in recorded sources,7
perform veterinary diagnosis,7
perform laboratory testing on samples of animals,7
adjust burner controls,7
use abrasive wheel,7
lathe machine parts,7
maintain camping facilities,7
procure hospitality products,7
record production data,7
dispose non-food waste within the food industry,7
assemble goods,7
understand instructions,7
drive automatic car,7
advise on vehicle characteristics,7
advise on training courses,7
assist clients with personal development,7
operate table saw,7
create floor plan template,7
provide care for horses,7
casino policies,7
handle metal work orders,7
control flow of oils,7
use paint safety equipment,7
design package,7
maintain nuclear reactors,7
develop new installations,7
disaggregate the production plan,7
formulate cosmetic products,7
teach chemistry,7
sell train tickets,7
check carriages,7
answer questions about the train transport service,7
assist passengers in emergency situations,7
tramway regulations,7
coordinate with other emergency services,7
maintain treatment records,7
store goods,7
coordinate performance tours,7
select musical performers,7
manufacturing of by-products from tobacco,7
grade tobacco leaves,7
sort tobacco leaves,7
blend tobacco leaves,7
monitor traffic flow,7
remove road surface,7
inspect drainage channels,7
inspect railways visually,7
provide pipe bedding,7
road signage standards,7
control flow of matter used in oil processing,7
assess oil hardness,7
components of oil seeds,7
ethnolinguistics,7
perform kiln maintenance,7
operate drying blowers,7
monitor end-product drying process,7
collect statistics on medical records,7
disinfect surfaces,7
assist people in contaminated areas,7
operate heat treatment furnace,7
conduct psychological research,7
decide upon a psychotherapeutic approach,7
diagnosis of mental health issues,7
health psychology,7
purchase props,7
types of satellites,7
launching of satellites into orbit,7
teach astronomy,7
prepare for auction,7
set auction listing agreement,7
set up audiovisual peripheral equipment,7
types of audiological equipment,7
operate railway control panels,7
repair battery components,7
replace tyres,7
install car electronics,7
clean vehicle exterior,7
repair vehicle electrical systems,7
perform road testing,7
operate moulding of doughs,7
direct the preparation of food,7
manufacturing of furniture,7
operate money-processing machine,7
manage bank vault,7
attach PEX pipe,7
replace faucets,7
assist guest departure,7
display betting information,7
alcoholic beverage products,7
handle fragile items,7
operate mailing information systems,7
operate water purifying equipment,7
manage tourist groups,7
maintain catalogue collection,7
read technical datasheet,7
manage aquatic resources,7
drain hazardous liquids,7
collect industrial waste,7
wine characteristics,7
manage restaurant service,7
manage enrolment,7
monitor basic patients signs,7
provide basic support to patients,7
distinguish ship construction methods,7
navigate European inland waterways,7
ensure quality control in packaging,7
provide specialist pharmaceutical care,7
ensure the privacy of guests,7
clean public areas,7
inspect roofs,7
support victims of human rights violations,7
manage humanitarian aid,7
provide humanitarian advice,7
manage water quality testing,7
interfacing techniques,7
prepare purchasing reportings,7
prepare licence agreements,7
install signal repeaters,7
utilise methodologies for user centered design,7
prepare films for printing plates,7
maintain lithographic printing plates,7
analyse irregular migration,7
ensure maintenance of railway machinery,7
read ship operational data,7
prepare audit schemes for ships,7
optimise fleet usability,7
communicate vessel requirements,7
plan daily ship operations,7
use hand tools,7
inform on insurance products,7
design component interfaces,7
patents,7
rig lights,7
specify landscape design components,7
design landscape schemes,7
create subtitles,7
products coding system,7
handle jewellery and watches insurance claims,7
use metal bending techniques,7
advise on use of land,7
theoretical lexicography,7
information governance compliance,7
evaluate information services using metrics,7
confer with library colleagues,7
swimming pool safety guidelines,7
operate dimmer equipment,7
control pumping operations in petroleum production,7
maintain vehicle service,7
metal bending techniques,7
goods transported from warehouse facilities,7
roast malt,7
repair vessel mechanical systems,7
guide ships into docks,7
study website behaviour patterns,7
liaise with industry experts,7
maintain inventory of meat products,7
"""record treated patients information""",7
medical statistics,7
operate manual planer,7
manage stocked company material,7
develop health and safety strategies in mining,7
manage mining plant equipment,7
manage mine site data,7
adapt sets,7
prevent technical problems with scenic elements,7
carry objects,7
follow detailed procedures for relocating specific goods,7
control train movement,7
locomotive brake applications,7
mechanotherapy,7
winery production process,7
control grape quality,7
lasers,7
photonics,7
optomechanical components,7
mount optical components on frames,7
cut lenses for eyeglasses,7
eye protection regulations,7
intubation,7
defibrillation,7
manage patients with acute illnesses,7
sociology applied to paramedical science,7
intravenous infusion,7
prepare pasta,7
provide footwear advice to patients,7
promote foot health,7
prepare doses of medication according to patient needs,7
philosophical schools of thought,7
history of philosophy,7
mount photos,7
wash decks of ships,7
paint ship decks,7
understand different types of locks and their operation,7
decontamination techniques,7
define set painting methods,7
use radar navigation,7
study human population,7
"""deal with patients anxiety""",7
set sales promotions,7
maintain desalination control system,7
deliver presentations on tourism,7
determine imaging techniques to be performed,7
clean vehicle engine,7
advise food industry,7
conduct nutrition research,7
develop policies for nutritional programs,7
e-learning software infrastructure,7
create website wireframe,7
produce scanned images,7
reproduce documents,7
test oil samples,7
inspect insects in whole grain,7
operate distilling equipment,7
manage a warehouse management system,7
calculate dividends,7
forecast dividend trends,7
explain features of electrical household appliances,7
organise wine cellar,7
wash the dishes,7
maintain gardening equipment,7
"""park guests vehicle""",7
maintain industrial equipment,7
inspect sewers,7
transport pipes,7
measure water depth,7
hold metal work piece in machine,7
Schoology,7
Moodle,7
Litmos,7
utilise content types,7
plan learning curriculum,7
create business process models,7
collaborate in the drafting of policies,7
social pedagogy,7
analyse election procedures,7
international human rights law,7
manufacture of electrical wire products,7
analog electronics theory,7
prepare ceremonial locations,7
transfer coffins,7
monitor waste treatment equipment,7
maintain photovoltaic systems,7
assess the life cycle of resources,7
study groundwater,7
preventive medicine,7
breed stock,7
equine dental diseases,7
control livestock disease,7
bathe dogs,7
teach young horses,7
breed-specific behaviour of horses,7
clean stalls,7
young horses training,7
interview parties in relation to animal welfare investigations,7
research human behaviour,7
develop code exploits,7
terminology,7
transcreation,7
prepare fish harvesting equipment,7
collect aquatic resources,7
carry out fish transportation,7
prepare fishing equipment,7
handle fish harvesting waste,7
collect growth rate information,7
maintain ropes,7
handle harvested fish,7
set up fish harvesting equipment,7
maintain fish harvesting equipment,7
transport fish,7
solve operational transport problems,7
monitor live fish collection,7
calculate aquatic resources growth rate,7
handle broodstock,7
comply with legal requirements for diving operations,7
seafood processing,7
maintain specified water characteristics,7
advise on tree issues,7
tree preservation and conservation,7
advise on architectural matters,7
instruct in military duties,7
unload cargo,7
homeopathy remedies,7
fasciatherapy,7
etiopathy,7
manage prompt book,7
perform covert investigations,7
represent artistic production,7
administer hydrotherapy,6
instruct on animal care,6
transport horses,6
dog behaviour,6
research market prices for antiques,6
Vagrant,6
evaluate translation technologies,6
use translation memory software,6
perform lookout duties during maritime operations,6
stock fish into holding units,6
use aquaculture heavy equipment,6
prepare fish holding units,6
manage spat collection equipment,6
harvest aquatic resources,6
maintain grading equipment,6
prevent marine pollution,6
coordinate environmental efforts,6
develop outreach training plans,6
develop stock health programmes,6
support veterinary diagnostic procedures,6
manage capture broodstock operations,6
supervise aquaculture facilities,6
induce spawning of cultured aquaculture species,6
plan aquatic resources feeding regimes,6
maintain the production of juveniles at the nursery stage,6
manage aquatic resources stock production,6
feed broodstock,6
carry out hatchery production processes,6
cultivate plankton production,6
monitor hatchery production,6
condition broodstock,6
use oxygenation equipment,6
maintain aquaculture water quality in hatcheries,6
critique the dive with the dive team,6
implement contingency plans for escapees,6
escapee contingency plans,6
assist with vaccination procedures,6
design principles of containment systems,6
communicate mooring plans,6
implement quality management systems,6
carry out aerial tree rigging,6
assist tree identification,6
write technical reports related to trees,6
facilitate access to information,6
coordinate transportation,6
manage military logistics,6
shiatsu,6
energy therapy,6
reflexology,6
advise on art handling,6
psychoanalysis,6
wash fibres,6
inspire dance participants to improve,6
negotiate land acquisition,6
minerals laws,6
use firearms,6
ride horses,6
provide education on family life,6
livestock selection principles,6
modify textile designs,6
keep promotions records,6
maintain museum records,6
perform wire wrapping,6
lead claim examiners,6
establish contact with potential donors,6
pack leather,6
tend textile finishing machines,6
design woven fabrics,6
inspect fire equipment,6
dock operations,6
evacuate people from heights,6
plan pyrotechnical effects,6
use cutting equipment,6
conduct underwater surveys,6
manage cargo handling,6
schedule fishing,6
compose stowage plans,6
clean ink rollers,6
place orders for flower products,6
provide fertilizer recommendation for flowers,6
sell flowers,6
operate follow spots,6
food products composition,6
watch food product trends,6
food plant design,6
implement short term objectives,6
handle kitchen equipment according to the requirements,6
enhance production workflow,6
food engineering,6
manage the use of additives in food manufacturing,6
select tactics for a football match,6
forecast production quantities,6
"""forecast products demand""",6
translate foreign language,6
assist forest visitors,6
advise on timber harvest,6
repair ICT devices,6
follow stock control instructions,6
manage carriers,6
make bids in forward auctions,6
implement cost-effective cargo handling strategies on ships,6
maintain cores,6
accommodate cargo in freight transport vehicle,6
inspect hazardous freight in accordance with regulations,6
drive vehicles in processions,6
build props,6
coordinate orders from various suppliers,6
organise game shoots,6
perform hand pruning,6
prepare the ground,6
assist in interior plant projects,6
gas dehydration processes,6
design natural gas processing systems,6
synchronise pumphouse activities,6
manage a multidisciplinary team involved in patient care,6
conduct ante-mortem veterinary health inspection,6
certify the performance of veterinary procedures,6
issue certificates for animal products,6
apply veterinary epidemiology,6
geochemistry,6
rinse glass,6
verify engraving accuracy,6
inspect etched work,6
select engraving templates,6
trade sector policies,6
communications sector policies,6
tourism sector policies,6
prepare surface for plastering,6
forecast account metrics,6
use accounting systems,6
design transportation systems,6
motivate supporters,6
interact with fellow actors,6
deal with public,6
organise an exhibition,6
biomedicine,6
lead healthcare services changes,6
make clinical decisions,6
triage clients,6
utilise advanced clinical skills,6
provide advertisement samples,6
prepare notices to airmen for pilots,6
determine skin type,6
chiropody,6
commodities in maritime transportation,6
manage vessel cargo activities,6
manage port operations improvement procedures,6
tend tumbling machine,6
operate wave soldering machine,6
define prop building methods,6
historic public speakers,6
present menus,6
characteristics of wheel rail interface,6
manage rail yard resources,6
operate railway vehicles,6
fix minor vehicle scratches,6
"""keep up-to-date on manufacturers policies""",6
maintain theatre sets,6
enhance website visibility,6
perform software unit testing,6
document security incidents in the store,6
develop sewerage networks,6
strategies for handling cases of sexual assault,6
measure ship tonnage,6
set the operation speed of manufacturing machines,6
types of thread,6
coordinate the administration of a sports organisation,6
identify statistical patterns,6
assess seizable goods,6
prepare travel packages,6
develop tourism products,6
produce content for tourism brochures,6
assess transport risks,6
clean tyres,6
ensure efficient utilisation of warehouse space,6
set up projection equipment,6
harvest grapes,6
plant vine yards,6
develop grape growing techniques,6
cosmetic manicure,6
agricultural chemicals,6
maintain rotating equipment,6
monitor crops,6
manage farm supplies,6
support fishery training procedures,6
operate forestry equipment,6
control air flow,6
test oxygen purity,6
ensure maintenance of fuel distribution facilities,6
manage airport development resources,6
detect bottlenecks,6
manage airport workshops,6
dangers of marshalling activity,6
undertake procedures to meet helicopter flight requirements,6
create an airport master plan,6
direct airport subcontractors,6
prepare airport annual budget,6
airport lighting equipment,6
maintain inventory of airport operations,6
ensure functionality of airport lighting systems,6
prescribe physical therapy to animals,6
tend stamping press,6
tend metal polishing machine,6
maintain amusement park equipment,6
perform forensic examinations,6
manage care of veterinary patients in accommodation,6
manage zoo staff,6
organise zoological exhibitions,6
oversee animal management,6
handle documentation for prepared animal feeds,6
regulations for hygiene in feeding animals,6
help healthcare users to develop social perceptiveness,6
psychosomatics,6
repair clocks,6
change watch battery,6
electric clocks,6
perform warehousing operations,6
carry out repairs and maintenance of vehicle bodies,6
process latex mixtures,6
operate latex transfer pump,6
monitor storage space,6
coffee grinding levels,6
match coffee grind to coffee type,6
perform coffee tastings,6
evaluate coffee characteristics,6
coffee characteristics,6
power plant instrumentation,6
direct community arts activities,6
keep company,6
balneotherapy,6
plastic welding,6
electron beam welding processes,6
ensure necessary ventilation in machining,6
types of engraving needles,6
teach computer science,6
attend design meetings,6
load heavy items on pallets,6
manage forest fires,6
supervise forestry workers,6
conduct erosion control,6
diving equipment,6
comply with the planned time for the depth of the dive,6
implement dive plans,6
interrupt diving operations when necessary,6
sand between coats,6
dismantle scaffolding,6
inspect scaffolding,6
assist in the movement of heavy loads,6
oversee pre-assembly operations,6
metalworking tools,6
operate thickness planer machine,6
holding company activities,6
develop corporate training programmes,6
select costumes,6
perform costume changeovers,6
operate turf management equipment,6
develop forestry strategies,6
send summons,6
type error-free documents,6
set up tower crane,6
use computer telephony integration,6
maintain telephony system,6
tie tobacco leaves in hands,6
monitor processing conditions,6
ensure curriculum adherence,6
analyse the training market,6
develop e-learning plan,6
advise on curriculum development,6
provide customer follow-up,6
notify customers on special offers,6
data mining methods,6
international taxation of transfer prices,6
monitor milk production deviations,6
tend dairy processing machines,6
maintain dance training,6
perform musical improvisations in therapy,6
assist water-based navigation,6
communicate house rules,6
handle game complaints,6
advise on nitrate pollution,6
high-performance liquid chromatography,6
gel permeation chromatography,6
evaluate pharmaceutical manufacturing process,6
organism taxonomy,6
diagnostic methods in medical laboratory,6
validate biomedical analysis results,6
label medical laboratory samples,6
develop vaccines,6
work with blacksmithing hand tools,6
measure metal to be heated,6
manage time in casting processes,6
operate digester machine,6
perform preliminary operations for oil extraction,6
stack empty pallets,6
assemble moulds,6
operate ship equipment,6
coordinate fish handling operations,6
check subjects,6
interrogate individuals,6
European firearms-control legislation,6
maintain oil field machinery,6
cast metal,6
manage cash flow,6
operate scrap vibratory feeder,6
advise on acquisitions,6
employ habitat survey techniques,6
market trends in sporting equipment,6
lautering process,6
grain-for-beverages milling process,6
maximise efficiency of crane operations,6
synchronise sound with images,6
assemble plastic parts,6
repair plastic machinery,6
inform on toilet facilities malfunctions,6
move soil,6
operate construction scraper,6
operate grader,6
driving examinations,6
teach driving theory,6
conduct drug abuse tests,6
teach intercultural communication methods,6
expand store regional presence,6
assist in developing practices for well being of employees,6
negotiate service with providers,6
operate metal contaminants detector,6
carry out pre-flight duties,6
sell souvenirs,6
assess cocoa bean quality,6
run simulations,6
apply operations for an ITIL-based environment,6
perform vessel maintenance and cleaning,6
prepare deck equipment,6
prepare lifeboats,6
maintain vessel safety and emergency equipment,6
"""follow dentists instructions""",6
work in drilling teams,6
guide drill pipes,6
develop tourist information materials,6
manage water treatment,6
manage sumps,6
"""determine medical images diagnostic suitability""",6
undertake post-examination activities,6
identify progression of disease,6
european food safety policy,6
provide dietetic diagnosis,6
identify cause of nutritional imbalance,6
intervene to reduce sub-optimal nutritional status of individuals,6
follow up nutrition care plan,6
clinical examinations in dietetics,6
prepare promotional materials on nutrition,6
monitor the nutrition status of the individual,6
formulate dietetic intervention,6
train medical staff on nutrition,6
identify the dietetic professional quality of care,6
prepare documents for scanning,6
tend dip tank,6
compose playlist,6
execute proofs of alcohol mixture,6
dispatch order processing,6
transportation software related to an ERP system,6
handle patients with special needs,6
assemble toys,6
toys and games categories,6
heat materials,6
advise customers on power requirements of products,6
provide door security,6
design drainage well systems,6
perform exercises for artistic performance,6
types of staining,6
eliminate stains,6
operate forging tongs,6
Sakai,6
manage habitats,6
assist with funeral planning,6
personality development theories,6
detect product defects,6
think creatively about jewellery,6
conduct engineering site audits,6
supervise gas distribution operations,6
prevent damage to electrical devices on board,6
dry wood,6
manage air quality,6
conduct veterinary client consultation,6
carry out work related calculations in agriculture,6
grant concessions,6
decode handwritten texts,6
examine green coffee beans,6
register visitors,6
assemble visitor supplies,6
inform visitors at tour sites,6
collect visitor fees,6
select visitor routes,6
monitor nature conservation,6
environmental impact of tourism,6
dye wigs,6
create wigs,6
maintain wigs,6
hair colouring,6
cope with excrements,6
prepare meat products for shipping,6
weigh animals for food manufacturing,6
clean carcasses,6
operate in slaughterhouse installations,6
control animals in distress,6
slaughter animals,6
monitor the identification of animals,6
inspect animal carcasses,6
handle knives used in slaughtering processes,6
use packaging equipment,6
calculate costs of repair operations,6
develop recycling programs,6
compile wine lists,6
inspect table settings,6
identify abnormalities,6
work with nursing staff,6
communicate with nursing staff,6
anchor ships to the port,6
compile library lists,6
teach history,6
perform self-assessment,6
prepare flower arrangements,6
roofing techniques,6
work in crises areas,6
monitor wildlife,6
use experience map,6
ICT help platforms,6
maintain information network hardware,6
use typesetting software,6
print stripping,6
asylum systems,6
develop immigration policies,6
injection moulding machine parts,6
prevent undesired changes to sound design,6
assemble measuring equipment,6
compare insurance products,6
plot lighting states with automated lights,6
plot lighting states,6
maintain dimmer equipment,6
measure interior space,6
travel bookings processes,6
translate spoken language consecutively,6
interpret spoken language between two parties,6
unseen translation,6
compute irrigation pressure,6
oversee rehabilitation process,6
sell textiles fabrics,6
diagnose fuel systems,6
repair metal sheets,6
identify cloth items,6
draft legislation,6
leather products maintenance,6
level crossing regulations,6
follow strict level crossing operating procedures,6
operate railway warning systems,6
read railway circuit plans,6
apply for library funding,6
operate a lighting console,6
postediting,6
liaise with well test engineers,6
offset printing,6
store negatives,6
proofing methods,6
comprehend the material to be translated,6
type texts from audio sources,6
influence voting behaviour,6
use positive language,6
run errands on behalf of customers,6
produce confectionery from chocolate,6
operate crosscut saw,6
operate wood router,6
lay underlayment,6
put up price tags,6
pack merchandise for gifts,6
direct customers to merchandise,6
prevent money laundering in gambling,6
follow safety precautions in a gaming room,6
organise auditions,6
milk animals,6
work independently in agriculture,6
tape drywall,6
maintain turf and grass,6
centrifugal force,6
alkali stages of refining processes for edible oils,6
polish clay products,6
manage different ceramic firing techniques,6
sketch designs on workpieces,6
electrical instrumentation engineering,6
controlled substances permits,6
create incident reports,6
report on possible hazards,6
synthetic materials,6
radiation effects on human body,6
manage software releases,6
assess felled timber volume,6
monitor heavy machinery,6
assess felled timber quality,6
inspect wood materials,6
collect healthcare user data under supervision,6
assist patients with rehabilitation,6
advise patients on health and lifestyle issues,6
exercise physiology,6
temper chocolate,6
types of chocolate,6
rehearse artist fly movements,6
train artists in flying,6
demonstrate specialisation in a dance tradition,6
demonstrate technical expertise of your dance style,6
maintain rigging equipment,6
traffic engineering,6
design scale models,6
maintain operational standards,6
position guardrails and toeboards,6
lay base courses,6
classical antiquity,6
control kiln firing,6
store contaminated materials,6
test concrete,6
operate concrete mixer truck,6
provide clinical psychological counselling,6
interpret graphical communication interfaces,6
select items for auction,6
operate video equipment,6
convert different audiovisual formats,6
report live online,6
manage a good diction,6
operate remote broadcast equipment,6
order supplies for audiology services,6
maintain relationships with doctors,6
apply assembly techniques,6
perform loading and unloading operations,6
inspect crane equipment,6
restrict passenger access to specific areas on board,6
set up technical stage equipment,6
inspect repaired tyres,6
maintain braking system,6
vehicle manufacturing process,6
position vehicles for maintenance and repair,6
childbirth,6
coordinate technical standards for global interoperability,6
manage flight data communications programme,6
manage financial aspects of a company,6
safeguard bank reputation,6
ensure safe transport of money,6
develop product policies,6
wash hair,6
set up the coffee area,6
set up bar area,6
stock the bar,6
clear the bar at closing time,6
display spirits,6
handle bar equipment,6
maintain bar cleanliness,6
present drinks menu,6
allocate locker space,6
allergic cosmetics reactions,6
maintain linen operation,6
service rooms,6
take room service orders,6
brewhouse processes,6
advise on beer production,6
psychological treatment measures,6
promote company,6
design make-up effects,6
prepare raw materials for man-made fibres manufacturing,6
assist visitors,6
shape nails,6
use warehouse marking tools,6
health education,6
study the relationships between quantities,6
use software tools for site modelling,6
advise on medical device features,6
check for medication expiry terms,6
rheumatology,6
manage membership,6
interpret floor plans,6
ensure mining records are maintained,6
train employees in mine safety,6
create set models,6
change over props,6
advise on site selection,6
represent religious institution,6
supervise motor vehicles manufacture,6
notify supervisor,6
stay up-to-date with music and video releases,6
meet the requirements of legal bodies,6
legal environment in music,6
organise a repertoire,6
moderate a debate,6
teach train driving principles,6
wine fermentation process,6
crush seeds,6
manage moisture of seeds,6
glass tempering,6
repair optical equipment,6
orthopaedic goods industry,6
types of moulded fibres,6
integrate principles of training,6
analyse personal fitness information,6
provide medicines information,6
prepare prescription labels,6
metaphysics,6
teach philosophy,6
lottery company policies,5
transcribe musical compositions,5
draw make-up sketches,5
colours of roasted malt,5
control gas-fired furnace for malt roasting,5
treat nails,5
operate mechanical equipment of ships,5
manage safety standards for maritime water transport,5
use riverspeak to communicate,5
inspect vessel manufacturing,5
monitor the discharge of cargo,5
document project progress,5
contraindications,5
advise on pregnancies at risk,5
neonatology,5
weigh parts of animal carcasses,5
inform about the legal aspects of the medical device presented,5
organise retail sampling events,5
teach medical science,5
allergology,5
manage members,5
carry out cross merchandising,5
assess visual impact of displays,5
monitor stock movement,5
execute visual presentation changes,5
develop alternative mining methods,5
position cross slide of a lathe,5
calibrate optical instruments,5
provide specialist pharmaceutical advice,5
operate grinding machine,5
supervise mine construction operations,5
provide emergency advice,5
preset props,5
report mine machinery repairs,5
manage aftersales processes to comply with business standards,5
provide information on trade-in options,5
legal requirements for operating in the automotive retail sector,5
advise customers on usage of vehicles,5
peer group methods,5
specialise in a musical genre,5
perform music in ensemble,5
fill the vat with specific ingredients,5
operate radio dispatch systems for taxis,5
track geometry,5
types of trams,5
operate tram controls,5
mechanical composition of trams,5
manage occupational therapy students,5
provide early intervention therapy to infants,5
tend wine manufacturing machines,5
wine blending,5
store wine properly,5
maintain correspondence records,5
screen printing process,5
grind glass,5
optomechanical devices,5
"""perform frames repairs""",5
prepare work orders for the optical laboratory,5
handle contact lenses,5
advise on contact lense maintenance,5
quality standards of ophthalmic equipment,5
test visual acuity,5
advise patients on vision improvement conditions,5
provide therapy of the visual system,5
promote ocular health,5
perform vision rehabilitation,5
order customisation of orthopedic products for customers,5
repair orthopedic goods,5
protection from natural elements,5
rope lashing,5
lip reading,5
operate perforating machine,5
operate presses,5
dryers and control systems,5
create an act,5
safe use of pesticides,5
register pets,5
supervise pharmaceutical staff,5
morality,5
photographic lenses,5
support the development of sport activities in education,5
isometric perspective,5
psychological healthcare services,5
"""use watchmakers tools""",5
attach clock dials,5
attach clock hands,5
inspect clocks,5
attach clock cases,5
mount clock wheelwork,5
components of clocks,5
e-tailoring,5
handle cash flow,5
mix ingredients with latex,5
analyse latex samples,5
prepare rubber materials,5
adjust the rubber machines,5
types of stamping press,5
stamping press parts,5
geothermal power plant operations,5
fossil-fuel power plant operations,5
inspect cables,5
install cable TV services,5
communication sciences,5
gender studies,5
perform shiatsu massages,5
provide preparation for childbirth,5
conduct a homeopathic consultation,5
keep up-to-date to computer trends,5
sell software products,5
sell software maintenance contracts,5
sell software personal training,5
maintain computer hardware,5
perform in-circuit test,5
laser engraving methods,5
computer history,5
apply reverse engineering,5
feed concrete mixer,5
sell confectionery products,5
manage forests,5
diving vessels systems,5
ensure health and safety of dive teams,5
examine prospective blast area,5
dispose of sewage sludge,5
manage explosives in accordance with legislation,5
ensure diving operations conform with plan,5
provide technical training,5
human factors regarding safety,5
determine fire risks,5
